code,name
185750,종근당
101490,에스앤에스텍
280360,롯데웰푸드
051915,LG화학우
036540,SFA반도체
005300,롯데칠성
032350,롯데관광개발
437730,삼현
192400,쿠쿠홀딩스
241710,코스메카코리아
001820,삼화콘덴서
009450,경동나비엔
071055,한국금융지주우
204270,제이앤티씨
252990,샘씨엔에스
086450,동국제약
003470,유안타증권
019210,와이지-원
099320,쎄트렉아이
085660,차바이오텍
036530,SNT홀딩스
293490,카카오게임즈
100090,SK오션플랜트
388210,씨엠티엑스
009240,한샘
451800,한화리츠
083450,GST
030190,NICE평가정보
038500,삼표시멘트
232140,와이씨
499790,GS피앤엘
456040,OCI
213420,덕산네오룩스
365550,ESR켄달스퀘어리츠
281740,레이크머티리얼즈
417200,LS머트리얼즈
000400,롯데손해보험
376900,로킷헬스케어
090710,휴림로봇
074600,원익QnC
004490,세방전지
137310,에스디바이오센서
065350,신성델타테크
122870,와이지엔터테인먼트
071320,지역난방공사
100790,미래에셋벤처투자
328130,루닛
056190,SFA
214320,이노션
041830,인바디
079160,CJ CGV
388720,유일로보틱스
003850,보령
000370,한화손해보험
137400,피엔티
248070,솔루엠
445680,큐리옥스바이오시스템즈
032190,다우데이타
075580,세진중공업
014620,성광벤드
033100,제룡전기
006650,대한유화
064960,SNT모티브
285130,SK케미칼
189300,인텔리안테크
298050,HS효성첨단소재
000670,영풍
115180,큐리언트
005690,파미셀
002350,넥센타이어
476060,온코닉테라퓨틱스
036830,솔브레인홀딩스
002960,한국쉘석유
093320,케이아이엔엑스
161580,필옵틱스
093050,LF
025540,한국단자
094170,동운아나텍
035760,CJ ENM
108320,LX세미콘
006730,서부T&D
032500,케이엠더블유
001570,금양
069260,TKG휴켐스
048410,현대바이오
293940,신한알파리츠
490470,세미파이브
317450,명인제약
122640,예스티
006380,카프로
253450,스튜디오드래곤
00088K,한화3우B
003160,디아이
005180,빙그레
053610,프로텍
052400,코나아이
005880,대한해운
453340,현대그린푸드
090460,비에이치
001680,대상
017940,E1
090360,로보스타
466100,클로봇
397030,에이프릴바이오
399720,가온칩스
002840,미원상사
094800,맵스리얼티
383800,LX홀딩스
023160,태광
053800,안랩
170920,엘티씨
007700,F&F홀딩스
003620,KG모빌리티
114090,GKL
102710,이엔에프테크놀로지
050890,쏠리드
037460,삼지전자
014820,동원시스템즈
112040,위메이드
222080,SFA넥셀
001060,JW중외제약
268280,미원에스씨
171090,선익시스템
00104K,CJ4우(전환)
010780,아이에스동서
119850,지엔씨에너지
001270,부국증권
178920,PI첨단소재
005090,SGC에너지
225570,넥슨게임즈
000640,동아쏘시오홀딩스
067160,SOOP
006110,삼아알미늄
383310,에코프로에이치엔
045100,한양이엔지
041960,코미팜
121600,나노신소재
033240,자화전자
044490,태웅
046890,서울반도체
001510,SK증권
086900,메디톡스
456160,지투지바이오
251970,펌텍코리아
003300,한일홀딩스
101160,월덱스
348370,엔켐
100840,SNT에너지
016380,KG스틸
336370,솔루스첨단소재
058650,세아홀딩스
295310,에이치브이엠
064290,인텍플러스
059090,미코
060250,NHN KCP
052020,에스티큐브
001500,현대차증권
219130,타이거일렉
211050,인카금융서비스
475960,토모큐브
001530,DI동일
448730,삼성FN리츠
003545,대신증권우
005810,풍산홀딩스
033790,피노
033500,동성화인텍
377740,바이오노트
078130,국일제지
284740,쿠쿠홈시스
009410,태영건설
336570,원텍
376300,디어유
124500,아이티센글로벌
160190,하이젠알앤엠
358570,지아이이노베이션
036810,에프에스티
005945,NH투자증권우
039130,하나투어
079900,전진건설로봇
145990,삼양사
425420,티에프이
477850,마키나락스
020000,한섬
015750,성우하이텍
002240,고려제강
035890,서희건설
034950,한국기업평가
056080,유진로봇
008060,대덕
079940,가비아
033640,네패스
005250,녹십자홀딩스
249420,일동제약
082270,젬백스
290550,디케이티
389470,인벤티지랩
005389,현대차3우B
009520,포스코엠텍
476830,알지노믹스
126340,비나텍
161000,애경케미칼
034310,NICE
174900,앱클론
000070,삼양홀딩스
104830,원익머트리얼즈
002020,코오롱
330860,네패스아크
099190,아이센스
460930,현대힘스
003280,흥아해운
253590,네오셈
214430,아이쓰리시스템
340570,티앤엘
460860,동국제강
272290,이녹스첨단소재
014830,유니드
102940,코오롱생명과학
077360,덕산하이메탈
019170,신풍제약
090435,아모레퍼시픽우
004700,조광피혁
278280,천보
072710,농심홀딩스
004690,삼천리
365340,성일하이텍
001200,유진투자증권
348210,넥스틴
327260,RF머트리얼즈
018290,브이티
003030,세아제강지주
027360,아주IB투자
031430,신세계인터내셔날
144960,뉴파워프라즈마
160980,싸이맥스
029530,신도리코
002990,금호건설
417310,코람코더원리츠
030520,한글과컴퓨터
200710,에이디테크놀로지
215200,메가스터디교육
004710,한솔테크닉스
089890,코세스
016610,DB증권
199800,툴젠
042000,카페24
002810,삼영무역
368770,파이버프로
015360,INVENI
033160,엠케이전자
357120,코람코라이프인프라리츠
452260,한화갤러리아
003000,부광약품
039440,에스티아이
095660,네오위즈
016590,신대양제지
105630,한세실업
002030,아세아
027410,BGF
348340,뉴로메카
356860,티엘비
403550,쏘카
041190,우리기술투자
025980,아난티
381970,케이카
009900,명신산업
006220,제주은행
092230,KPX홀딩스
013030,하이록코리아
101730,위메이드맥스
271940,일진하이솔루스
078020,LS증권
486990,노타
344820,KCC글라스
005420,코스모화학
439960,코스모로보틱스
372320,큐로셀
306200,세아제강
003800,에이스침대
001940,KISCO홀딩스
089010,켐트로닉스
007690,국도화학
025320,시노펙스
170900,동아에스티
069080,웹젠
036620,감성코퍼레이션
130660,한전산업
114810,한솔아이원스
145720,덴티움
084110,휴온스글로벌
060980,HL홀딩스
078160,메디포스트
194370,제이에스코퍼레이션
005950,이수화학
104700,한국철강
017810,풀무원
089590,제주항공
017900,광전자
241770,메카로
236200,슈프리마
168360,펨트론
008730,율촌화학
060280,큐렉소
037710,광주신세계
287840,인투셀
110990,디아이티
029460,케이씨
204620,글로벌텍스프리
024850,HLB이노베이션
126560,현대퓨처넷
026890,스틱인베스트먼트
042520,한스바이오메드
183190,아세아시멘트
005610,삼립
011930,신성이엔지
006910,보성파워텍
009160,SIMPAC
016800,퍼시스
950210,프레스티지바이오파마
0120G0,삼양바이오팜
006405,삼성SDI우
078350,한양디지텍
243070,휴온스
005720,넥센
389650,넥스트바이오메디컬
097520,엠씨넥스
356680,엑스게이트
064260,다날
012030,DB
078340,컴투스
025770,한국정보통신
047920,HLB제약
092730,네오팜
101930,인화정공
018250,애경산업
000157,두산2우B
009290,광동제약
011760,현대코퍼레이션
002310,아세아제지
079370,제우스
036890,진성티이씨
02826K,삼성물산우B
126720,수산인더스트리
265520,AP시스템
200880,서연이화
024720,콜마홀딩스
200670,휴메딕스
228760,지노믹트리
206650,유바이오로직스
025860,남해화학
482630,삼양엔씨켐
069540,빛과전자
067630,HLB생명과학
217590,티엠씨
376270,HEM파마
096760,JW홀딩스
091700,파트론
441270,파인엠텍
025900,동화기업
017890,한국알콜
092790,넥스틸
215600,신라젠
049070,인탑스
035810,이지홀딩스
010820,퍼스텍
121440,골프존홀딩스
065680,우주일렉트로
192650,드림텍
034830,한국토지신탁
136480,하림
493280,아이엠바이오로직스
439090,마녀공장
004430,송원산업
005680,삼영전자
108670,LX하우시스
419530,SAMG엔터
010690,화신
033270,유나이티드제약
080580,오킨스전자
125490,한라캐스트
010955,S-Oil우
015860,일진홀딩스
107640,한중엔시에스
001390,KG케미칼
417840,저스템
105840,우진
058430,포스코스틸리온
017390,서울가스
424870,이뮨온시아
393890,더블유씨피
394280,오픈엣지테크놀로지
123890,한국자산신탁
036800,나이스정보통신
005430,한국공항
003960,사조대림
332570,PS일렉트로닉스
051500,CJ프레시웨이
309710,아이티켐
003120,일성아이에스
272450,진에어
054950,제이브이엠
092460,한라IMS
092190,서울바이오시스
468530,프로티나
182400,엔케이젠바이오텍코리아
244920,에이플러스에셋
078520,에이블씨엔씨
098070,한텍
001230,동국홀딩스
448900,한국피아이엠
002900,TYM
232530,이엠티
084690,대상홀딩스
023410,유진기업
036200,유니셈
151860,KG에코솔루션
267980,매일유업
043150,바텍
035600,KG이니시스
352480,씨앤씨인터내셔널
286940,롯데이노베이트
064820,케이프
121800,비덴트
003920,남양유업
455900,엔젤로보틱스
377460,큐에이드
484590,삼양컴텍
001750,한양증권
950170,JTC
091810,트리니티항공
122900,아이마켓코리아
003650,미창석유
314930,바이오다인
084010,대한제강
117730,티로보틱스
052710,아모텍
206640,바디텍메드
0011T0,채비
200130,콜마비앤에이치
194700,노바렉스
900140,엘브이엠씨홀딩스
215000,골프존
004360,세방
061090,세나테크놀로지
290690,소룩스
004310,현대약품
064850,에프앤가이드
234340,헥토파이낸셜
007160,사조산업
138080,오이솔루션
051360,토비스
005500,삼진제약
445090,에이직랜드
389260,대명에너지
002320,한진
061970,LB세미콘
298690,에어부산
001790,대한제당
002710,TCC스틸
043370,피에이치에이
136490,선진
008490,서흥
334890,이지스밸류플러스리츠
099430,바이오플러스
452430,사피엔반도체
093520,매커스
348950,제이알글로벌리츠
450950,아스테라시스
001340,PKC
000050,경방
304360,에스바이오메딕스
018000,유니슨
378340,필에너지
000480,CR홀딩스
272110,케이엔제이
000430,대원강업
044450,KSS해운
187660,페니트리움바이오
432320,KB스타리츠
003070,코오롱글로벌
456010,아이씨티케이
254490,미래반도체
462350,이노스페이스
488900,비츠로넥스텍
060720,KH바텍
000650,천일고속
094360,칩스앤미디어
071200,인피니트헬스케어
448280,에코아이
000680,LS네트웍스
134380,미원화학
230240,에치에프알
003200,일신방직
095500,미래나노텍
481070,에이유브랜즈
023760,한국캐피탈
003520,영진약품
0030R0,대신밸류리츠
085910,네오티스
025000,KPX케미칼
011560,세보엠이씨
404990,신한서부티엔디리츠
034120,SBS
298000,효성화학
053030,바이넥스
052330,코텍
089980,상아프론테크
226320,잇츠한불
036030,케이티알파
065710,서호전기
086390,유니테스트
318060,그래피
114190,강원에너지
200470,에이팩트
180400,DXVX
092870,엑시콘
000540,흥국화재
073490,LIG아큐버
000320,노루홀딩스
472850,폰드그룹
475560,더본코리아
017860,DS단석
033920,무학
217730,강스템바이오텍
005710,대원산업
009680,모토닉
025560,미래산업
001250,GS글로벌
144510,지씨셀
484870,엠앤씨솔루션
203650,드림시큐리티
100120,뷰웍스
425040,티이엠씨
018310,삼목에스폼
030210,다올투자증권
389500,에스비비테크
042370,비츠로테크
067390,아스트
037270,YG PLUS
461300,아이스크림미디어
353810,이지바이오
317330,덕산테코피아
004980,성신양회
241520,DSC인베스트먼트
380540,옵티코어
088260,이리츠코크렙
005010,휴스틸
102460,이연제약
0008Z0,에스엔시스
014940,오리엔탈정공
001460,BYC
039830,오로라
298830,슈어소프트테크
013120,동원개발
0001A0,덕양에너젠
068930,디지털대성
112290,와이씨켐
357550,석경에이티
034810,해성산업
159010,아스플로
123330,제닉
003720,삼영
028100,동아지질
019010,베뉴지
317400,자이에스앤디
446540,메가터치
035150,백산
452280,한선엔지니어링
001630,종근당홀딩스
024840,KBI메탈
039570,HDC랩스
241590,화승엔터프라이즈
091580,상신이디피
365270,큐라클
095570,AJ네트웍스
053210,스카이라이프
036710,심텍홀딩스
046970,우리로
237880,클리오
100250,진양홀딩스
051905,LG생활건강우
013890,지누스
000490,대동
000140,하이트진로홀딩스
117580,대성에너지
036190,금화피에스시
098120,마이크로컨텍솔
03473K,SK우
084850,아이티엠반도체
003555,LG우
094480,갤럭시아머니트리
484120,도우인시스
900290,GRT
011500,한농화성
194480,데브시스터즈
006805,미래에셋증권우
0015G0,그린광학
044820,코스맥스비티아이
394800,쓰리빌리언
016790,현대사료
001130,대한제분
016580,환인제약
067080,대화제약
220100,퓨쳐켐
003547,대신증권2우B
042420,네오위즈홀딩스
128820,대성산업
036560,KZ정밀
187870,디바이스
190510,나무가
065660,안트로젠
192440,슈피겐코리아
339770,교촌에프앤비
010580,에스엠벡셀
475400,씨메스로보틱스
377450,리파인
041920,메디아나
354320,알멕
234080,JW생명과학
024060,흥구석유
126600,BGF에코머티리얼즈
045390,대아티아이
054210,이랜텍
066620,국보디자인
294570,쿠콘
377190,디앤디플랫폼리츠
002100,경농
003350,한국화장품제조
003220,대원제약
099440,스맥
007860,서연
033530,SJG세종
102260,동성케미컬
214180,헥토이노베이션
003460,유화증권
140610,엔솔바이오사이언스
475040,스트라드비젼
078150,HB테크놀러지
058970,엠로
016450,한세예스24홀딩스
001080,만호제강
108860,셀바스AI
000300,DH오토넥스
000860,강남제비스코
035510,신세계 I&C
143240,사람인
053690,한미글로벌
049430,코메론
036170,에이치엠넥스
176750,듀켐바이오
119610,인터로조
053300,한국정보인증
092130,이크레더블
308430,셀비온
416180,신성에스티
039840,디오
138610,나이벡
322310,오로스테크놀로지
004560,현대비앤지스틸
002150,도화엔지니어링
002170,SYTS
016880,웅진
125020,티씨머티리얼즈
245620,EDGC
243840,신흥에스이씨
251370,와이엠티
003610,방림
122990,와이솔
094820,일진파워
462520,조선내화
216080,제테마
013580,계룡건설
038390,레드캡투어
204610,티쓰리
256840,한국비엔씨
143160,아이디스
000390,SP삼화
014710,사조씨푸드
115450,HLB테라퓨틱스
0082N0,카나프테라퓨틱스
213500,한솔제지
400760,NH올원리츠
314130,지놈앤컴퍼니
012860,모베이스전자
487570,HS효성
108380,대양전기공업
068790,DMS
123860,아나패스
101530,해태제과식품
212560,네오오토
222040,코스맥스엔비티
092200,디아이씨
084990,헬릭스미스
004380,삼익THK
037070,파세코
000020,동화약품
064550,바이오니아
950140,잉글우드랩
066410,버킷스튜디오
046070,코다코
097955,CJ제일제당 우
083310,엘오티베큠
459510,나우로보틱스
079960,동양이엔피
255220,SG
015230,대창단조
032580,피델릭스
001780,알루코
307180,아이엘
080160,모두투어
051370,인터플렉스
007570,일양약품
293480,하나제약
179290,엠아이텍
005960,동부건설
072870,메가스터디
024800,유성티엔에스
046120,오르비텍
048550,SM C&C
338840,와이바이오로직스
093190,빅솔론
101970,우양에이치씨
007330,푸른저축은행
023910,대한약품
011040,경동제약
009470,삼화전기
032620,GC메디아이
046440,KG파이낸셜
086820,바이오솔루션
271980,제일약품
000700,유수홀딩스
199820,제일일렉트릭
040350,크레오에스지
001540,안국약품
054450,텔레칩스
004970,신라교역
086670,비엠티
031440,신세계푸드
011785,금호석유화학우
126640,화신정공
090350,노루페인트
001045,CJ우
083930,아바코
357880,SKAI
000970,한국주철관
119830,아이텍
00279K,아모레퍼시픽홀딩스3우C
054800,아이디스홀딩스
123410,코리아에프티
260970,에스앤디
048870,시너지이노베이션
071840,롯데하이마트
082800,비보존 제약
234690,녹십자웰빙
403850,더핑크퐁컴퍼니
003830,대한화섬
049960,쎌바이오텍
060150,인선이엔티
092070,디엔에프
012210,삼미금속
260870,SK시그넷
334970,프레스티지바이오로직스
355150,코스텍시스
389020,자람테크놀로지
008350,남선알미늄
114840,아이패밀리에스씨
004090,한국석유
310200,애니플러스
460850,동국씨엠
138360,앤로보틱스
464080,에스오에스랩
005990,매일홀딩스
382900,범한퓨얼셀
078070,유비쿼스홀딩스
264450,유비쿼스
049720,고려신용정보
069510,에스텍
094280,효성ITX
146320,비씨엔씨
049630,재영솔루텍
104480,티케이케미칼
090850,현대이지웰
304100,솔트룩스
126700,하이비젼시스템
242040,나무기술
015890,태경산업
067280,멀티캠퍼스
462860,더즌
006060,화승인더
039860,나노엔텍
457550,우진엔텍
041020,폴라리스오피스
205500,넥써쓰
003480,한진중공업홀딩스
088800,에이스테크
000520,삼일제약
274090,켄코아에어로스페이스
382800,지앤비에스 에코
020120,키다리스튜디오
445180,퓨릿
418550,제이오
394420,리센스메디컬
269620,시스웍
023600,삼보판지
217950,파마리서치바이오
405100,큐알티
371950,풍원정밀
402030,코난테크놀로지
035610,솔본
270660,에브리봇
086980,쇼박스
272550,삼양패키징
118990,모트렉스
004080,신흥
003100,선광
025820,이구산업
086890,이수앱지스
094840,슈프리마에이치큐
005160,동국산업
0088M0,메쥬
214420,토니모리
037350,성도이엔지
484810,티엑스알로보틱스
451760,컨텍
322510,제이엘케이
081000,일진다이아
473980,노머스
102120,어보브반도체
361390,제노코
038290,마크로젠
136540,윈스테크넷
453450,그리드위즈
474650,링크솔루션
147830,제룡산업
024090,디씨엠
036690,코맥스
388050,지투파워
372170,윤성에프앤씨
408920,메쎄이상
013520,화승코퍼레이션
107590,미원홀딩스
004150,한솔홀딩스
350520,이지스레지던스리츠
214390,경보제약
058820,CMG제약
226590,엠디바이스
388790,라이콤
240550,동방메디컬
109740,디에스케이
007540,샘표
458650,성우
101360,에코앤드림
339950,아이비김영
149950,아바텍
095190,신화프리텍
478340,나라스페이스테크놀로지
001360,삼성제약
293580,나우IB
413630,씨피시스템
489500,엘케이켐
950190,고스트스튜디오
0007C0,아크릴
297890,HB솔루션
264660,씨앤지하이테크
256940,킵스파마
012610,경인양행
037560,LG헬로비전
402490,그린리소스
011280,태림포장
009270,신원
210540,디와이파워
077500,유니퀘스트
089470,HDC현대EP
293780,압타바이오
051980,중앙첨단소재
126730,코칩
211270,AP위성
300080,플리토
013990,아가방컴퍼니
285490,노바텍
005800,신영와코루
321550,티움바이오
122450,KX
001520,동양
027710,팜스토리
264850,이랜시스
078000,텔코웨어
469610,이노테크
012200,계양전기
018470,조일알미늄
041590,플래스크
008040,사조동아원
307750,국전
089600,KT나스미디어
331920,셀레믹스
004960,한신공영
009070,KCTC
002390,한독
083500,에프엔에스테크
079430,현대리바트
267290,경동도시가스
282880,코윈테크
432720,퀄리타스반도체
011690,와이투솔루션
067990,도이치모터스
259630,엠플러스
034590,인천도시가스
008970,KBI동양철관
366030,나인앤컴퍼니
014280,금강공업
106190,하이텍팜
142210,유니트론텍
049520,유아이엘
021320,KCC건설
308080,바이젠셀
205100,엑셈
267320,나인테크
042600,새로닉스
051160,지어소프트
002220,한일철강
014580,태경비케이
340450,지씨지놈
002460,HS화성
054050,NH농우바이오
232680,라온로보틱스
014530,극동유화
140670,알에스오토메이션
002780,진흥기업
311320,지오엘리먼트
053080,케이엔솔
041440,현대에버다임
067290,JW신약
006660,삼성공조
073010,케이에스피
474170,루미르
038540,상상인
004250,NPC
056090,시지메드텍
067900,와이엔텍
018120,진로발효
011810,STX
016710,대성홀딩스
418420,라온텍
452450,피아이이
083420,그린케미칼
248170,샘표식품
047310,파워로직스
263860,지니언스
290720,푸드나무
092220,KEC
002620,제일파마홀딩스
227840,현대코퍼레이션홀딩스
289080,SV인베스트먼트
063570,NICE인프라
108230,톱텍
032940,원익
199430,케이엔알시스템
041520,이엘씨
120030,조선선재
012320,경동인베스트
080420,모다이노칩
035080,그래디언트
047770,코데즈컴바인
220260,켐트로스
095700,제넥신
059210,메타바이오메드
053700,삼보모터스
494120,큐리오시스
217270,넵튠
073560,우리손에프앤지
093640,케이알엠
009780,엠에스씨
039340,한국경제TV
148150,세경하이테크
010100,한국무브넥스
210980,SK디앤디
417500,제이아이테크
267850,아시아나IDT
006620,동구바이오제약
052260,현대바이오랜드
338220,뷰노
027970,한국제지
120240,대정화금
488280,에스투더블유
017550,수산세보틱스
019180,티에이치엔
016740,두올
002450,삼익악기
021080,에이티넘인베스트
009580,무림P&P
297090,씨에스베어링
141000,비아트론
289930,웨이비스
036580,팜스코
264900,크라운제과
070960,모나용평
012800,대창
013570,디와이
017510,세명전기
115310,인포바인
119650,KC코트렐
123690,한국화장품
387690,레메디
105330,케이엔더블유
021820,세원정공
023450,동남합성
015590,DKME
100700,세운메디칼
487580,폴레드
007210,벽산
246720,아스타
163730,핑거
246710,티앤알바이오팹
166480,코아스템켐온
071280,로체시스템즈
123040,엠에스오토텍
212710,아이에스티이
131030,옵투스제약
039560,다산네트웍스
299030,하나기술
228850,레이언스
013310,아진산업
380550,뉴로핏
125210,아모그린텍
109610,에스와이
066590,스모트로닉
025620,차AI헬스케어
156100,엘앤케이바이오
066790,씨씨에스
078935,GS우
068240,다원시스
475580,에이럭스
323990,박셀바이오
040300,YTN
115500,케이씨에스
336680,탑런토탈솔루션
049080,기가레인
309960,LB인베스트먼트
352090,스톰테크
035000,HS애드
0039P0,매드업
005860,한일사료
067830,세이브존I&C
489460,바이오비쥬
014790,HL D&I
104460,디와이피엔에프
348350,위드텍
362320,청담글로벌
002210,동성제약
058850,KTcs
158430,아톤
037030,파워넷
023900,풍국주정
084680,이월드
333430,일승
153890,져스텍
091440,한울소재과학
235980,메드팩토
101170,우림피티에스
192410,오늘이엔엠
058630,엠게임
025950,동신건설
226400,오스테오닉
047560,이스트소프트
001275,부국증권우
265740,엔에프씨
255440,야스
052900,KX하이텍
307930,컴퍼니케이
096240,크레버스
065450,빅텍
014440,영보화학
040420,정상제이엘에스
042500,링네트
044340,위닉스
003680,한성기업
0017J0,세미티에스
058730,다스코
209640,와이제이링크
032560,황금에스티
389030,지니너스
093920,서원인텍
033290,로젠
065170,비엘팜텍
357230,에이치피오
337930,젝시믹스
417010,나노팀
066980,한성크린텍
298540,더네이쳐홀딩스
058860,KTis
187790,나노
063170,서울옥션
007610,선도전기
229500,노브메타파마
052420,오성첨단소재
320000,한울반도체
004100,태양금속
004140,동방
263800,데이타솔루션
088130,동아엘텍
074430,아미노로직스
078140,대봉엘에스
072020,중앙백신
049950,미래컴퍼니
023000,삼원강재
217820,원익피앤이
019540,일지테크
008260,NI스틸
000440,중앙에너비스
0011A0,액스비스
036220,오상헬스케어
004890,동일산업
086710,선진뷰티사이언스
013700,까뮤이앤씨
053260,금강철강
054920,한컴위드
100130,동국S&C
008700,아남전자
474610,RF시스템즈
004650,창해에탄올
302550,리메드
396470,워트
418470,KT밀리의서재
053280,예스24
330350,위더스제약
042510,라온시큐어
130580,나이스디앤비
032300,한국파마
005740,크라운해태홀딩스
263720,디앤씨미디어
049180,셀루메드
044990,에이치엔에스하이텍
002230,피에스텍
183490,엔지켐생명과학
023800,인지컨트롤스
419050,삼기에너지솔루션즈
